"species_1","species_2","distance"
"Anas_crecca","Phalacrocorax_aristotelis",0.229098051786423
"Anas_crecca","Phalacrocorax_carbo",0.229098051786423
"Anas_crecca","Philomachus_pugnax",0.229098051786423
"Anas_crecca","Platalea_leucorodia",0.229098051786423
"Anas_crecca","Pluvialis_apricaria",0.229098051786423
"Anas_crecca","Pluvialis_squatarola",0.229098051786423
"Anas_crecca","Podiceps_cristatus",0.229098051786423
"Anas_crecca","Rallus_aquaticus",0.229098051786423
"Anas_crecca","Recurvirostra_avosetta",0.229098051786423
"Anas_crecca","Rissa_tridactyla",0.229098051786423
"Anas_crecca","Scolopax_rusticola",0.229098051786423
"Anas_crecca","Somateria_mollissima",0.124575473368168
"Anas_crecca","Stercorarius_skua",0.229098051786423
"Anas_crecca","Sterna_hirundo",0.229098051786423
"Anas_crecca","Sterna_paradisaea",0.229098051786423
"Anas_crecca","Sternula_albifrons",0.229098051786423
"Anas_crecca","Tachybaptus_ruficollis",0.229098051786423
"Anas_crecca","Tadorna_tadorna",0.141882419586182
"Anas_crecca","Thalasseus_sandvicensis",0.229098051786423
"Anas_crecca","Tringa_erythropus",0.229098051786423
"Anas_crecca","Tringa_glareola",0.229098051786423
"Anas_crecca","Tringa_nebularia",0.229098051786423
"Anas_crecca","Tringa_ochropus",0.229098051786423
"Anas_crecca","Tringa_totanus",0.229098051786423
"Anas_crecca","Uria_aalge",0.229098051786423
"Anas_crecca","Vanellus_vanellus",0.229098051786423
"Anas_penelope","Anas_platyrhynchos",0.0670372098684311
"Anas_penelope","Anas_querquedula",0.0872013568878174
"Anas_penelope","Anas_strepera",0.0234930273145437
"Anas_penelope","Anser_albifrons",0.158329948782921
"Anas_penelope","Anser_anser",0.158329948782921
"Anas_penelope","Anser_brachyrhynchus",0.158329948782921
"Anas_penelope","Anser_fabalis",0.158329948782921
"Anas_penelope","Ardea_cinerea",0.229098051786423
"Anas_penelope","Ardea_purpurea",0.229098051786423
"Anas_penelope","Arenaria_interpres",0.229098051786423
"Anas_penelope","Aythya_ferina",0.106364198029041
"Anas_penelope","Aythya_fuligula",0.106364198029041
"Anas_penelope","Botaurus_stellaris",0.229098051786423
"Anas_penelope","Branta_bernicla",0.158329948782921
"Anas_penelope","Branta_canadensis",0.158329948782921
"Anas_penelope","Branta_leucopsis",0.158329948782921
"Anas_penelope","Bucephala_clangula",0.124575473368168
"Anas_penelope","Calidris_alba",0.229098051786423
"Anas_penelope","Calidris_alpina",0.229098051786423
"Anas_penelope","Calidris_canutus",0.229098051786423
"Anas_penelope","Calidris_ferruginea",0.229098051786423
"Anas_penelope","Calidris_minuta",0.229098051786423
"Anas_penelope","Cepphus_grylle",0.229098051786423
"Anas_penelope","Charadrius_alexandrinus",0.229098051786423
"Anas_penelope","Charadrius_dubius",0.229098051786423
"Anas_penelope","Charadrius_hiaticula",0.229098051786423
"Anas_penelope","Chlidonias_niger",0.229098051786423
"Anas_penelope","Ciconia_ciconia",0.229098051786423
"Anas_penelope","Cygnus_columbianus",0.158329948782921
"Anas_penelope","Cygnus_cygnus",0.158329948782921
"Anas_penelope","Cygnus_olor",0.158329948782921
"Anas_penelope","Fulica_atra",0.229098051786423
"Anas_penelope","Gallinago_gallinago",0.229098051786423
"Anas_penelope","Gallinula_chloropus",0.229098051786423
"Anas_penelope","Grus_grus",0.229098051786423
"Anas_penelope","Haematopus_ostralegus",0.229098051786423
"Anas_penelope","Hydroprogne_caspia",0.229098051786423
"Anas_penelope","Larus_argentatus",0.229098051786423
"Anas_penelope","Larus_canus",0.229098051786423
"Anas_penelope","Larus_fuscus",0.229098051786423
"Anas_penelope","Larus_marinus",0.229098051786423
"Anas_penelope","Larus_melanocephalus",0.229098051786423
"Anas_penelope","Larus_ridibundus",0.229098051786423
"Anas_penelope","Limosa_lapponica",0.229098051786423
"Anas_penelope","Limosa_limosa",0.229098051786423
"Anas_penelope","Lymnocryptes_minimus",0.229098051786423
"Anas_penelope","Mergus_merganser",0.124575473368168
"Anas_penelope","Mergus_serrator",0.124575473368168
"Anas_penelope","Morus_bassanus",0.229098051786423
"Anas_penelope","Numenius_arquata",0.229098051786423
"Anas_penelope","Numenius_phaeopus",0.229098051786423
"Anas_penelope","Nycticorax_nycticorax",0.229098051786423
"Anas_penelope","Phalacrocorax_aristotelis",0.229098051786423
"Anas_penelope","Phalacrocorax_carbo",0.229098051786423
"Anas_penelope","Philomachus_pugnax",0.229098051786423
"Anas_penelope","Platalea_leucorodia",0.229098051786423
"Anas_penelope","Pluvialis_apricaria",0.229098051786423
"Anas_penelope","Pluvialis_squatarola",0.229098051786423
"Anas_penelope","Podiceps_cristatus",0.229098051786423
"Anas_penelope","Rallus_aquaticus",0.229098051786423
"Anas_penelope","Recurvirostra_avosetta",0.229098051786423
"Anas_penelope","Rissa_tridactyla",0.229098051786423
"Anas_penelope","Scolopax_rusticola",0.229098051786423
"Anas_penelope","Somateria_mollissima",0.124575473368168
"Anas_penelope","Stercorarius_skua",0.229098051786423
"Anas_penelope","Sterna_hirundo",0.229098051786423
"Anas_penelope","Sterna_paradisaea",0.229098051786423
"Anas_penelope","Sternula_albifrons",0.229098051786423
"Anas_penelope","Tachybaptus_ruficollis",0.229098051786423
"Anas_penelope","Tadorna_tadorna",0.141882419586182
"Anas_penelope","Thalasseus_sandvicensis",0.229098051786423
"Anas_penelope","Tringa_erythropus",0.229098051786423
"Anas_penelope","Tringa_glareola",0.229098051786423
"Anas_penelope","Tringa_nebularia",0.229098051786423
"Anas_penelope","Tringa_ochropus",0.229098051786423
"Anas_penelope","Tringa_totanus",0.229098051786423
"Anas_penelope","Uria_aalge",0.229098051786423
"Anas_penelope","Vanellus_vanellus",0.229098051786423
"Anas_platyrhynchos","Anas_querquedula",0.0872013568878174
"Anas_platyrhynchos","Anas_strepera",0.0670372098684311
"Anas_platyrhynchos","Anser_albifrons",0.158329948782921
"Anas_platyrhynchos","Anser_anser",0.158329948782921
"Anas_platyrhynchos","Anser_brachyrhynchus",0.158329948782921
"Anas_platyrhynchos","Anser_fabalis",0.158329948782921
"Anas_platyrhynchos","Ardea_cinerea",0.229098051786423
"Anas_platyrhynchos","Ardea_purpurea",0.229098051786423
"Anas_platyrhynchos","Arenaria_interpres",0.229098051786423
"Anas_platyrhynchos","Aythya_ferina",0.106364198029041
"Anas_platyrhynchos","Aythya_fuligula",0.106364198029041
"Anas_platyrhynchos","Botaurus_stellaris",0.229098051786423
"Anas_platyrhynchos","Branta_bernicla",0.158329948782921
